Order, No, Type, Hotel Name, Hotel Country, Hotel CityMatched Link 1,Matched Link 2,Matched Link 3,Matched Link 4,Matched Link 5,Matched Link 6,Matched Link 7,Matched Link 8,Matched Link 9,Matched Link 10
"70","30093", Child,"QT Gold Coast","Australia","Gold Coast","https://www.qthotels.com/gold-coast/","https://www.qthotels.com/gold-coast/rooms/","https://www.qtqtgoldcoast.com/","https://www.qthotels.com/gold-coast/features-and-amenities/","https://www.mrandmrssmith.com/luxury-hotels/qt-gold-coast","https://en.planetofhotels.com/australia/gold-coast/qt-gold-coast","https://www.qantas.com/hotels/properties/6898-qt-gold-coast","","",""
"71","30109", Child,"At Ease Hotel Suvarnabhumi","Thailand","Samut Prakan","https://www.facebook.com/ateasehotel.th/","https://www.hongpak.in.th/en/rooms/10320-At-Ease-Hotel-Suvarnabhumi","","","","","","","",""
"72","30116", Child,"Little Paradise Haad Rin Koh Phangan","Thailand","Ko Pha-ngan","https://www.facebook.com/littleparadiseresort/","https://little-paradise-guest-house.hotels-in-kophangan.com/en/","https://www.hotels-ko-pha-ngan.com/en/property/little-paradise-haad-rin.html","https://little-paradise-guest-house.hotelkohphangan.com/","https://little-paradise-guest-house.allsuratthanihotels.com/en/","https://www.phangan.info/accommodation/little-paradise/","","","",""
"73","30132", Child,"Essence hotel","United States","New York (NY)","https://essencehotelparkslope.com/","https://essencemeadowlandsnyc.com/","https://www.hotels-new-york.org/en/property/the-essence-at-jfk-ascend-collection.html","https://union-hotel-an-ascend-hotel-collection-member.hotels-innewyork.com/en/","https://essencemeadowlandsnyc.com/hotel-in-Essence-Meadowlands-NJ-faq.html","https://ms.hotels.com/en/ho385544/essence-hotel/","","","",""
"74","30137", Child,"Mango Hotel - Ha Noi Railway station","Vietnam","Hanoi","https://mangohotel.vn/","https://mango.hotels-in-hanoi.net/en/","https://www.momondo.com/hotels/hanoi/Mango-Hotel-Hanoi.mhd660742.ksp","https://mango-hotel-hanoi.hanoi-hotels.org/en/","","","","","",""
"75","30155", Child,"Sure Hotel by Best Western Ambassador Duesseldorf","Germany","Dusseldorf","https://www.bestwestern.com/en_US/book/hotels-in-duesseldorf/sure-hotel-by-best-western-ambassador-duesseldorf/propertyCode.95290.html","https://www.bestwestern.de/en/hotels/Duesseldorf/Sure-Hotel-by-Best-Western-Ambassador-Duesseldorf/hotel","https://www.bestwestern.com/en_US/book/duesseldorf/hotel-rooms/sure-hotel-by-best-western-ambassador-duesseldorf/propertyCode.95290.html","https://www.hotel.info/en/hotel/1138","https://www.bestwestern.de/en/hotels/Duesseldorf/Sure-Hotel-by-Best-Western-Ambassador-Duesseldorf/locations-directions","https://www.reservations.com/hotel/best-western-ambassador-hotel-duesseldorf-de","","","",""
"76","30158", Child,"Hotel Wing International Izumi","Japan","Satsumasendai","https://www.hotelwing.co.jp/izumi/","https://www.japanican.com/hotel/japan/satsumasendai/hotel-wing-international-izumi","https://www.rurubu.travel/hotel/japan/satsumasendai/hotel-wing-international-izumi","https://restreserve.com/hotel/a966024/hotel-wing-international-izumi","https://happendesk.com/asia/hotel-wing-international-in-the-heart-of-satsumasendai-kagoshima-japan-reviews-on-hotel-wing-international-izumi/","https://www.hotelwing.co.jp/en/izumi/","https://www.hotels.com/ho347158/hotel-wing-international-izumi-izumi-japan/","","",""
"77","30174", Child,"On The Wallaby Lodge","Australia","Atherton Tablelands","https://www.onthewallaby.com/","https://www.onthewallaby.com/tours-from-cairns/","https://www.onthewallaby.com/location/","https://www.queensland.com/au/en/plan-your-holiday/accommodation/p-56b261cd7b935fbe730e18d9-on-the-wallaby-eco-lodge","https://www.realadventures.com/1157068_On-The-Wallaby","https://tropicalnorthqueensland.org.au/listing/accommodation/on-the-wallaby-eco-lodge/","https://www.yungaburra.com/places/on-the-wallaby-eco-lodge-and-tours/","https://cairns-tours.com/tour/on-the-wallaby-2-day1-night-rainforest-hike-bike-canoe","https://www.hostelworld.com/hostels/p/23955/on-the-wallaby/",""
"78","30180", Child,"Hyatt Place Dallas Park Central","United States","Dallas (TX)","https://www.hyatt.com/hyatt-place/en-US/dfwze-hyatt-place-dallas-park-central","https://www.hyatt.com/en-US/hotel/texas/hyatt-place-dallas-park-central/dfwze?attractionid=28367","https://www.hyatt.com/hyatt-place/en-US/dfwze-hyatt-place-dallas-park-central/gallery","https://www.momondo.com/hotels/dallas-texas/Hyatt-Place-Dallas-Park-Central.mhd35098.ksp","https://www.kayak.com/Dallas-Hotels-Hyatt-Place-Dallas-Park-Central.35098.ksp","https://www.hyatt.com/hyatt-place/en-US/dfwze-hyatt-place-dallas-park-central/hotel-info","https://hkbhotelgroup.com/news/hyatt-place-dallas-park-central/","","",""
"79","30191", Child,"Hotel Rio Tequisquiapan","Mexico","Tequisquiapan","https://www.hotelesriotequisquiapan.com/","https://www.hotelesriotequisquiapan.com/es/index.html","https://hotelriotequisquiapan.com-hotel.com/es/","https://hotelriotequisquiapan.com-hotel.com/","https://www.kayak.com/Tequisquiapan-Hotels-Hotel-Rio-Tequisquiapan.345283.ksp","https://www.hotels.com/ho372125/hotel-rio-tequisquiapan-tequisquiapan-mexico/","","","",""
"80","30194", Child,"Hotel Paradox, Autograph Collection","United States","Santa Cruz (CA)","https://www.hotelparadox.com/","https://www.marriott.com/en-us/hotels/sjcak-hotel-paradox-autograph-collection/overview/","https://www.marriott.com/en-us/hotels/sjcak-hotel-paradox-autograph-collection/rooms/","https://www.hotelparadox.com/santa-cruz-hotel-rooms/","https://paradox-autograph-collection.santacruz-hotels.com/en/","https://www.marriott.com/en-us/hotels/sjcak-hotel-paradox-autograph-collection/experiences/","https://www.travelweekly.com/Hotels/Santa-Cruz-CA/Hotel-Paradox-Autograph-Collection-p50417182","","",""
"81","30216", Child,"Courtyard Houston Westchase","United States","Houston (TX)","https://www.marriott.com/en-us/hotels/houwc-courtyard-houston-westchase/overview/","https://www.marriott.com/en-us/hotels/houwc-courtyard-houston-westchase/rooms/","https://courtyard-westchase.houston-hotels-tx.net/en/","https://www.kayak.com/Houston-Hotels-Courtyard-by-Marriott-Houston-Westchase.23097.ksp","https://www.momondo.com/hotels/houston/Courtyard-by-Marriott-Houston-Westchase.mhd23097.ksp","https://www.lastminute.com/hotels/united-states/houston-tx/courtyard-by-marriott-houston-westchase_hid-331606","","","",""
"82","30220", Child,"Comfort Suites St George - University Area","United States","St. George (UT)","https://www.choicehotels.com/utah/saint-george/comfort-suites-hotels/ut203","https://www.choicehotels.com/en-mx/utah/saint-george/comfort-suites-hotels/ut203","https://www.kayak.com/Saint-George-Hotels-Comfort-Suites-St-George.887720.ksp","https://hikestgeorge.com/comfort-suites-st-george/","https://www.hotels.com/ho111556/comfort-suites-st-george-university-area-st-george-united-states-of-america/","https://www.choicehotels.com/en-au/utah/saint-george/comfort-suites-hotels/ut203","https://www.yelp.com/biz/comfort-suites-st-george-university-area-saint-george","","",""
"83","30221", Child,"Comfort Suites St George - University Area","United States","St. George (UT)","https://www.choicehotels.com/utah/saint-george/comfort-suites-hotels/ut203","https://www.choicehotels.com/en-mx/utah/saint-george/comfort-suites-hotels/ut203","https://www.choicehotels.com/en-ca/utah/saint-george/comfort-suites-hotels/ut203","https://www.hotelplanner.com/Hotels/276434/Reservations-Comfort-Suites-St-George-University-Area-St-George-175-North-1000-East-84770","https://www.hotelscombined.com/Hotel/Comfort_Suites_St_George_University_Area_Hotel.htm","https://www.hoteles.com/en/ho111556/comfort-suites-st-george-university-area-st-george-united-states-of-america/","","","",""
"84","30232", Child,"RACV Inverloch Resort","Australia","Gippsland Region","https://www.racv.com.au/travel-experiences/resorts/inverloch.html","https://www.racv.com.au/travel-experiences/resorts/inverloch/accommodation.html","https://www.racv.com.au/travel-experiences/resorts/inverloch/facilities.html","https://www.visitvictoria.com/regions/Gippsland/Places-to-stay/Resorts/RACV-Inverloch-Resort","https://www.racv.com.au/travel-experiences/resorts/inverloch/offers/gippsland-gourmet-getaway.html","https://south-gippsland.com/racv-resort-inverloch/","","","",""
"85","30237", Child,"Nittany Lion Inn","United States","State College (PA)","https://thenittanylioninn.com/","https://thenittanylioninn.com/stay/","https://en.wikipedia.org/wiki/Nittany_Lion_Inn","https://scholarhotels.com/the-nittany-lion-inn/","https://www.reservations.com/hotel/the-nittany-lion-inn","https://thenittanylioninn.hotels-pennsylvania.com/en/","","","",""
"86","30244", Child,"Chapter Roma","Italy","Rome","https://www.chapter-roma.com/","https://www.designhotels.com/hotels/italy/rome/chapter-roma/","https://www.telegraph.co.uk/travel/destinations/europe/italy/rome/hotels/chapter-roma-hotel/","https://www.cntraveler.com/hotels/hotel-chapter-roma/hotel-chapter-roma","https://dnahotels.com/hotels/chapter-roma/","https://www.mrandmrssmith.com/luxury-hotels/chapter-roma","https://www.chapter-roma.com/?page_id=2381","","",""
"87","30249", Child,"Hotel Punta Imperatore","Italy","Ischia Island","https://puntaimperatore.it/","https://hotel-punta-imperatore.h-rez.com/","http://punta-imperatore.ischia.hotels-ischia.net/","https://www.ischia.info/en/st_hotel/punta-imperatore-hotel-ischia/","https://puntaimperatore.it/en/informations/","https://hotels-ischia.org/hotel-punta-imperatore-ischia-island/","https://puntaimperatore.it/en/","","",""
"88","30256", Child,"The Ritz-Carlton Maui, Kapalua","United States","Kapalua (HI)","https://www.ritzcarlton.com/en/hotels/jhmrz-the-ritz-carlton-maui-kapalua/overview/","https://www.ritzcarlton.com/en/hotels/kapalua-maui?scid=22fd30bc-bbfc-4066-8b83-2d7bf724eccb&ppc=ppc&pId=ustbppc","https://www.travelweekly.com/Hotels/Kapalua-HI/The-Ritz-Carlton-Maui-Kapalua-p57114628","https://www.ritzcarlton.com/en/hotels/jhmrz-the-ritz-carlton-maui-kapalua/experiences/","https://vacations.united.com/hotels/the-ritz-carlton-maui-kapalua/","https://www.hotelsone.com/kapalua-hotels-us/the-ritz-carlton-maui-kapalua.html","https://www.cntraveler.com/hotels/united-states/lahaina/ritz-carlton-kapalua-maui","https://skylark.com/destinations/north-america/united-states/hawaii/maui/hotels/the-ritz-carlton-maui-kapalua","https://vacations.united.com/hotels/ritz-carlton-maui-kapalua/",""
"89","30285", Child,"Albergo Orologio","Italy","Brescia","https://www.albergoorologio.it/","https://www.albergoorologio.it/en/","https://albergo-orologio.hotels-in-brescia.com/","https://www.albergoorologio.it/chi-siamo/","https://www.hostelworld.com/hostels/p/81530/albergo-orologio/","","","","",""
"90","30290", Child,"Residence Porta Al Prato","Italy","Florence","https://www.portaalprato.com/","https://www.portaalprato.com/en/home-english/","https://residenceportaalprato.italia-it.info/en/","","","","","","",""
"91","30299", Child,"Gloria Palace Royal Hotel & Spa","Spain","Gran Canaria","https://www.gloriapalaceth.com/en/gloria-palace-royal-hotel-and-spa/","https://www.gloriapalaceth.com/gloria-palace-royal-hotel-and-spa/","https://www.gloriapalaceroyal.com/","https://www.gloriapalaceth.com/en/gloria-palace-royal-hotel-and-spa/all-inclusive-gloria-palace-royal/","https://www.spain-grancanaria.com/en/where-to-stay/hotels-gran-canaria/108-gloria-palace-royal-hotel-spa.html","https://www.easyjet.com/en/holidays/spain/gran-canaria/puerto-rico/gloria-palace-royal-hotel-spa","https://www.hotel.info/en/hotel/422666","","",""
"92","30305", Child,"Hotel Beatrice","Italy","Florence","https://www.hotelbeatrice.it/en/","https://www.hotelbeatrice.it/","https://www.hotelbeatrice.it/en/3-star-hotel-florence/","https://beatrice.hotelinfirenze.com/","https://beatrice.hotels-of-florence.net/en/","https://beatrice.florence-hotels365.com/","https://www.hotelsone.com/florence-hotels-it/hotel-beatrice.html","","",""
"93","30329", Child,"Stadt Hotel Citta","Italy","Bolzano","https://www.hotel-citta.com/en/home-eng/","https://www.hotel-citta.com/","https://www.hotel-citta.com/bolzano/","https://it.planetofhotels.com/italia/bolzano/stadt-hotel-citta","https://ermeshotelscollection.com/en/hotels/stadt-hotel-citta/","https://stadt-citta.bolzanohotelsweb.com/","https://www.hotel-citta.com/de/home-ger/","","",""
"94","30335", Child,"Ideal City Walk","Italy","Naples","https://www.albergoideal.it/","https://ideal-naples.hotel-naples.com/en/","https://ideal-naples.hotels-amalfi.com/en/","https://www.hotelsinnaplesitaly.com/ideal-city-walk.en-gb.html","https://www.capodannonapoli.it/luogo/ideal-city-walk/","https://www.bedandbreakfast.eu/en/a/9vobJhY18a5r/ideal-city-walk","https://www.lastminute.com/hotels/italy/naples/hotel-ideal_hid-6712","https://www.hotelscombined.com.au/Hotel/Hotel_Ideal_Naples.htm","",""
"95","30344", Child,"Mad Monkey Manila","Philippines","Manila","https://madmonkeyhostels.com/destination/manila","https://madmonkeyhostels.com/philippines/","https://madmonkeyhostels.com/manila/restaurant","https://www.hostelworld.com/hostels/p/322565/mad-monkey-manila/","https://guidetothephilippines.ph/accommodation/makati-hostels/mad-monkey-manila","https://madmonkeyhostels.com/h2o_blog/mad-monkey-opening-in-manila-philippines/","https://www.facebook.com/MadMonkeyManila/","https://www.facebook.com/MadMonkeyManila/grid/","",""
"96","30359", Child,"Executive Inn - Fort Lee","United States","Fort Lee (NJ)","https://executiveinnfortlee.com/","https://www.hotels.com/ho149419/mitchell-executive-hotel-fort-lee-united-states-of-america/","https://www.executiveinnfortlee.com/service.html","https://www.executiveinnfortlee.com/contact.html","https://www.hotelsone.com/fort-lee-hotels-us/executive-inn.html","https://www.dayuse.com/hotels/usa/executive-inn-fort-lee-nj","https://www.jetstar.com/au/en/hotels/properties/33394-executive-inn","","",""
"97","30364", Child,"Hotel Essence","Czech Republic","Prague","https://www.hotelessence.cz/","https://hotel-essence.praguehotelsweb.com/en/","https://www.hotelessence.cz/fotogalery","https://www.hotelessence.cz/rooms","","","","","",""
"98","30369", Child,"Bratus Hotel Aqaba","Jordan","Aqaba","https://www.bratushotel.com/","https://www.bratushotel.com/about","https://bratus-hotel-aqaba.aqaba-hotels-jo.com/en/","https://www.hotelsone.com/aqaba-hotels-jo/bratus-hotel-aqaba.html","https://bratus-hotel-aqaba.hotelsaqaba.com/en/","https://www.hotels.com/ho2921370272/bratus-hotel-aqaba-aqaba-jordan/","","","",""
"99","30376", Child,"Nesta Hotel Da Nang","Vietnam","Da Nang","https://nestahotel.com.vn/en/hotel/nesta-hotel-danang-1188","http://nestahotel.com.vn/vi/hotel/nesta-hotel-danang-1190","https://vietnamresort.com.vn/khach-san/nesta-hotel-da-nang/","https://www.traveloka.com/vi-vn/hotel/vietnam/nesta-hotel-da-nang-9000001039733","","","","","",""
"100","30388", Child,"Austin Hotel Baku","Azerbaijan","Baku","https://austin.az/","https://austin-hotel-baku.at-hotels.com/en/","https://austin.hotelinbaku.com/","https://austin-hotel-baku.ivygardenhotel.com/","","","","","",""
"101","30395", Child,"Camplus San Pietro - Casa per ferie","Italy","Rome","https://www.camplus.it/en/city/rome/camplus-san-pietro/","https://camplus-san-pietro.italyromehotels.net/en/","https://www.camplus.it/citta/roma/camplus-san-pietro/","https://www.top-romehotels.com/en/property/camplus-san-pietro.html","https://www.rome2rio.com/s/Roma-Termini/Camplus-San-Pietro-Casa-per-ferie-Rome","https://camplus-san-pietro.italyromehotels.net/de/","","","",""
"102","30400", Child,"The LUMA Hotel, a Member of Design Hotels","Malaysia","Kota Kinabalu","https://thelumahotel.com/","https://www.designhotels.com/hotels/malaysia/kota-kinabalu-sabah/the-luma-hotel/","https://www.marriott.com/en-us/hotels/bkilh-the-luma-hotel-kota-kinabalu-a-member-of-design-hotels/overview/","https://the-luma.kota-kinabalu-hotels.com/en/","https://api.designhotels.com/hotels/malaysia/kota-kinabalu-sabah/the-luma-hotel/location-details/","https://www.marriott.com/en-us/hotels/bkilh-the-luma-hotel-kota-kinabalu-a-member-of-design-hotels/rooms/","","","",""
"103","30411", Child,"Hotel Alexander","Albania","Saranda","https://alexander-sarande.hotelsaranda.com/en/","https://en.planetofhotels.com/albania/sarande/hotel-alexander","","","","","","","",""
"104","30417", Child,"RedDoorz Plus near Johnson and Johnson Paranaque","Philippines","Manila","https://www.reddoorz.com/en-id/hotel/philippines/metro-manila/paranaque/san-valley/reddoorz-plus-near-johnson-and-johnson-paranaque","https://www.travelated.com/philippines/manila/reddoorz-plus-near-johnson-and-johnson-paranaque","https://pinaywise.com/philippines-travel/philippines-tourist-spot/reddoorz-plus-near-johnson-and-johnson-paranaque-affordable-accommodation-in-manila/","https://reddoorzplusparanaque1709.hotels-manila.com/en/","","","","","",""
"105","30420", Child,"Royal Swiss Lahore","Pakistan","Lahore","https://swissinternationalhotels.com/hotel/royalswiss/lahore/","https://royalswisslahore.com/qr/","https://www.luxuryhotelawards.com/hotel/royal-swiss-lahore/","https://lbnhotels.com/hotel/royal-swiss-hotel-allama-iqbal-international-airport-lahore-shahrah-e-quaid-e-azam-lahore-pakistan","https://reserving.com/hotels/asia/pakistan/punjab/lahore/royal-swiss-lahore","https://www.lastminute.com/hotels/pakistan/lahore/royal-swiss-lahore_hid-8497776","","","",""
